Duration,Loudness,LogAttackTime,Tempo,Tempo.confidence,TemporalCentroid,Pitch,Pitch.confidence,Key,Key.confidence,Loop
24.687999725341797,-9.428771018981934,0.6439559459686279,122,0.15032594203948973,0.5547288656234741,150.47589111328125,0.0,A minor,0.6709848642349243,False
9.743673324584961,-15.72419548034668,-1.5389283895492554,99,0.9529320001602173,0.5155233144760132,172.65028381347656,0.0,A# major,0.545117974281311,True
2.9649999141693115,-41.11854553222656,-0.10844863206148148,98,0.0,0.43620938062667847,1856.8140869140625,0.0,C# minor,0.3593464493751526,False
212.8341064453125,-13.990513801574707,1.079393744468689,94,0.6615901947021484,0.47191083431243896,233.8542938232422,0.0,B major,0.8786752223968506,False
1.9853061437606812,-12.68758773803711,-0.7070711851119995,125,0.0,0.5171710848808289,269.7562255859375,0.0,C major,0.7367954254150391,False
301.76654052734375,-21.90743064880371,1.379759669303894,137,0.14038828611373902,0.46752724051475525,125.77381134033203,0.0,B minor,0.8294240832328796,False
190.9144744873047,-10.000588417053223,2.1273913383483887,153,0.42649011611938475,0.48117244243621826,210.79519653320312,0.0,A major,0.9338513612747192,False
11.141916275024414,-17.442018508911133,-0.8611783385276794,70,0.9977777600288391,0.154628723859787,521.6754760742188,0.9867009520530701,C minor,0.6879667043685913,True
255.58204650878906,-6.979419708251953,1.3347208499908447,90,0.3367838621139526,0.48697856068611145,188.05636596679688,0.0,G# major,0.7458122372627258,False
286.3804016113281,-14.27467155456543,1.8598449230194092,150,0.14327274560928344,0.521449863910675,156.20697021484375,0.0,G major,0.8456203937530518,False
64.0,-19.523998260498047,0.5931755304336548,89,0.007998867332935334,0.47995850443840027,459.35858154296875,0.0,A# major,0.6673821210861206,False
1.645714282989502,-11.522064208984375,-1.6257380247116089,89,0.9693242907524109,0.46942898631095886,146.21893310546875,0.0,E minor,0.7654849886894226,True
4.382562160491943,-16.889951705932617,0.3755495846271515,109,0.0,0.5092129707336426,218.3592529296875,0.5052024126052856,D major,0.8110585808753967,False
143.15101623535156,-13.84593391418457,1.5409173965454102,156,0.0,0.4894508123397827,165.439208984375,0.0,D minor,0.7730615735054016,False
173.13958740234375,-11.810221672058105,1.134494423866272,162,0.3540367126464844,0.5121147036552429,166.18197631835938,0.0,E minor,0.7550427317619324,False
